source,run,config_id,data,feature_set,seed,split_seed,split_strategy,train_max_samples,n_train_full,n_train_used,n_val,n_test,epochs,name,hidden_dims,batch_size,lr,dropout,weight_decay,embed_dim_cap,n_params,best_val_epoch,train_mse,val_mse,test_mse,train_rmse,val_rmse,test_rmse,train_mdape,val_mdape,test_mdape,train_acc_pct,val_acc_pct,test_acc_pct,seconds
sweep_deep_test,11,d684717dee,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big3,"1024,512,256",1024,0.0015,0.05,0.0,32,874497,3,0.24036047698974608,0.29462860729757395,0.33593819072007575,0.4902657207981668,0.5427970221893024,0.5796017518262654,0.26574477553367615,0.2679246962070465,0.26814454793930054,73.42552244663239,73.20753037929535,73.18554520606995,4.92
sweep_deep_test,12,f317d674c2,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,deep4,"512,256,128,64",4096,0.004,0.1,1e-05,64,451801,3,0.6915421069335937,0.735028979698249,0.8421579630402288,0.8315901075250918,0.8573383111107592,0.9176916492156986,0.4892885982990265,0.490892231464386,0.49109816551208496,51.07114017009735,50.9107768535614,50.890183448791504,3.9
sweep_deep_test,13,522466bfa0,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",4096,0.002,0.02,0.0005,16,224273,2,2.4595146826171876,2.616116677316895,5.481845453785261,1.5682839929735901,1.6174413984181606,2.3413341183575787,0.6429004073143005,0.6438697576522827,0.6418669819831848,35.709959268569946,35.61302423477173,35.81330180168152,3.69
sweep_deep_test,14,d573501683,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",4096,0.0015,0.2,1e-06,128,248025,3,9.40333162109375,9.442792855729243,9.659660357899432,3.066485222709177,3.0729127640935796,3.10799941407643,0.9407469630241394,0.9410291910171509,0.94223552942276,5.92530369758606,5.897080898284912,5.776447057723999,3.08
sweep_deep_test,15,3e5ff98d2e,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",2048,0.0003,0.02,0.005,32,157441,3,23.031510703125,23.024429295259175,23.266855671270488,4.799115616769927,4.798377777463877,4.82357291551299,0.9938818216323853,0.9939537644386292,0.9940621852874756,0.6118178367614746,0.604623556137085,0.5937814712524414,2.67
sweep_deep_test,16,25239a66c4,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",8192,0.004,0.1,1e-06,128,248025,2,9.23908966796875,9.2649112488711,9.407703443806444,3.039587088400125,3.043831672230102,3.0671979792322577,0.996815025806427,0.9968270063400269,0.9965973496437073,0.3184974193572998,0.31729936599731445,0.34026503562927246,2.97
sweep_deep_test,17,afa7c5afe5,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base3,"256,128,64",1024,0.0015,0.3,1e-05,32,200193,3,0.5421742004394531,0.5988046785008038,1.0879604122260964,0.7363247927643433,0.7738247078639993,1.043053408136945,0.33002281188964844,0.3287082314491272,0.32837095856666565,66.99771881103516,67.12917685508728,67.16290414333344,2.62
sweep_deep_test,18,fbfe19a4ee,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base3,"256,128,64",1024,0.0005,0.15,1e-05,64,294105,3,0.6430116436767578,0.7019739790583424,1.0525781885598573,0.8018800681378467,0.8378388741627726,1.0259523324988629,0.3221028745174408,0.32368195056915283,0.32316529750823975,67.78971254825592,67.63180494308472,67.68347024917603,2.75
sweep_deep_test,19,bddda5f670,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,tiny2,"64,32",4096,0.002,0.15,1e-05,128,235225,3,11.25908412109375,11.333637364253141,11.552752144539525,3.35545587381115,3.366546801138095,3.398933971782848,0.944033682346344,0.9419568777084351,0.9424341917037964,5.596631765365601,5.804312229156494,5.756580829620361,2.98
sweep_deep_test,20,49c6fd1154,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",4096,0.0015,0.05,0.0,128,248025,3,9.2723829296875,9.308249983972393,9.518389949060653,3.0450587727805027,3.0509424747071834,3.0851888028223904,0.9383568167686462,0.9386435747146606,0.9401313066482544,6.164318323135376,6.1356425285339355,5.9868693351745605,3.12
sweep_deep_test,21,f5dd8d3bb4,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,tiny2,"64,32",1024,0.0015,0.1,0.0005,16,74641,3,1.6888045678710937,1.725528477115191,1.8599717249824046,1.2995401370758402,1.3135937260489603,1.363807803534796,0.5788081288337708,0.5817649960517883,0.581785261631012,42.119187116622925,41.82350039482117,41.821473836898804,2.21
sweep_deep_test,22,f9b63b9331,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big4,"1024,512,256,128",8192,0.0003,0.15,0.005,128,1021145,3,27.36298515625,27.683390486849,29.71400309399041,5.230964075220743,5.261500782747162,5.451055227567449,71.98450469970703,74.61302947998047,72.73975372314453,0.0,0.0,0.0,6.12
sweep_deep_test,23,477ae2c7c2,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big5,"1024,512,256,128,64",1024,0.003,0.02,1e-06,16,813073,3,0.3130876657104492,0.3920348298345097,0.4179109168246726,0.5595423716846198,0.6261268480384065,0.6464602979492805,0.2796807587146759,0.28261250257492065,0.282051146030426,72.03192412853241,71.73874974250793,71.7948853969574,5.61
sweep_deep_test,24,f3eaed3d62,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small3,"128,64,32",8192,0.004,0.1,0.001,16,85777,2,7.733298125,7.784171945904737,8.485391957715464,2.7808808181941203,2.7900128935015225,2.912969611533128,1.7498160600662231,1.8127747774124146,1.7421154975891113,0.0,0.0,0.0,3.04
sweep_deep_test,25,daef127a11,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide3,"512,256,128",1024,0.0025,0.15,0.001,32,343041,3,0.2653578228759766,0.31138262022316354,0.4140171030184699,0.5151289381077097,0.5580166845383421,0.643441608087688,0.2609362006187439,0.2644466459751129,0.26257017254829407,73.90637993812561,73.55533540248871,73.7429827451706,3.66
sweep_deep_test,26,845ee87756,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big4,"1024,512,256,128",2048,0.0015,0.02,0.0005,16,804881,3,0.6616758215332031,0.7911193906861488,1.187936220691148,0.813434583438154,0.8894489252824744,1.0899248692873964,0.38977745175361633,0.3897555470466614,0.3923052251338959,61.02225482463837,61.02444529533386,60.76947748661041,5.02
sweep_deep_test,27,460197eddc,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big5,"1024,512,256,128,64",4096,0.004,0.02,0.005,64,1029337,3,15.23729076171875,15.200160763861788,16.50556530654198,3.9034972475613134,3.898738355399319,4.062704186443061,0.989912211894989,0.9899873733520508,0.9898579120635986,1.0087788105010986,1.0012626647949219,1.0142087936401367,5.72
sweep_deep_test,28,f25cb7b69c,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide3,"512,256,128",1024,0.0003,0.3,1e-05,128,443609,3,0.6975047540283204,0.7596489886395192,1.5587849464208097,0.8351675005819613,0.8715784466354817,1.2485130942127958,0.3201097846031189,0.3203442692756653,0.31855955719947815,67.98902153968811,67.96557307243347,68.14404428005219,3.49
sweep_deep_test,29,7cd155c7a1,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big3,"1024,512,256",4096,0.0003,0.1,1e-06,32,874497,3,4.273237705078125,4.3928378876416,6.376453422030048,2.0671811011805725,2.0959097995003506,2.5251640386378957,0.8022620677947998,0.8028202652931213,0.8048271536827087,19.77379322052002,19.717973470687866,19.517284631729126,5.33
sweep_deep_test,30,a3a91b5385,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",8192,0.0003,0.0,0.0005,32,310273,3,75.38091734375,75.35797171336507,75.7093509588583,8.682218457499788,8.680896941754641,8.701112052999795,0.999818742275238,0.9998192191123962,0.9998194575309753,0.01812577247619629,0.018078088760375977,0.01805424690246582,3.26
sweep_deep_test,31,fdd39d87ec,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big5,"1024,512,256,128,64",4096,0.0007,0.1,0.0005,16,813073,3,6.02788201171875,6.166991196662913,8.553979331586577,2.4551745379338614,2.4833427465138422,2.924718675631312,0.8692567944526672,0.8694108128547668,0.8706136345863342,13.074320554733276,13.058918714523315,12.938636541366577,5.48
sweep_deep_test,32,18c7f4458a,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small3,"128,64,32",4096,0.0025,0.05,0.0005,128,250073,3,2.9704000390625,3.029706199600146,3.114086432259728,1.7234848531572595,1.7406051245472496,1.7646774300873596,0.7731235027313232,0.7720866799354553,0.7726595401763916,22.687649726867676,22.791332006454468,22.73404598236084,2.83
sweep_deep_test,33,3fda5c85db,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",2048,0.0025,0.2,0.0,64,285913,3,0.46200523132324217,0.5112052391523592,0.6151857095174612,0.6797096669337889,0.7149861810918859,0.784337752194462,0.3221084475517273,0.325216144323349,0.32672104239463806,67.78915524482727,67.4783855676651,67.3278957605362,2.58
sweep_deep_test,34,f202bdf7ac,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small3,"128,64,32",2048,0.0005,0.1,0.001,128,250073,3,8.941869296875,8.995295592617266,9.229950689527818,2.990295854405547,2.9992158296156792,3.038083390812013,0.9252666234970093,0.9241049885749817,0.9236708283424377,7.473337650299072,7.589501142501831,7.632917165756226,2.44
sweep_deep_test,35,0a38e40f4d,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",8192,0.0025,0.0,0.0,128,410841,3,5.665036865234375,5.714800414487842,6.293457804312075,2.3801337914567693,2.390564873515848,2.508676504516291,8.46713638305664,8.538481712341309,8.429505348205566,0.0,0.0,0.0,3.29
sweep_deep_test,36,f1c3e3fadc,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",1024,0.0007,0.0,1e-05,64,285913,3,0.6496189575195312,0.7091658434779444,0.9089822320664842,0.805989427672306,0.8421198510176235,0.9534055968298509,0.35534051060676575,0.35454875230789185,0.3559700846672058,64.46594893932343,64.54512476921082,64.40299153327942,2.33
sweep_deep_test,37,0a25f5733f,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big4,"1024,512,256,128",1024,0.0025,0.1,1e-05,32,907265,3,0.2592372961425781,0.31154596458268075,0.3409717511753266,0.509153509408094,0.5581630268861247,0.5839278647019053,0.2674974501132965,0.2699606120586395,0.2696436941623688,73.25025498867035,73.00393879413605,73.03563058376312,5.25
sweep_deep_test,38,28c524826a,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big3,"1024,512,256",1024,0.004,0.05,0.0005,16,772113,3,0.22967318267822265,0.27518723816449453,0.2750980264487401,0.47924230059357514,0.5245829182927085,0.524497880309101,0.25728511810302734,0.2616257071495056,0.26084616780281067,74.27148818969727,73.83742928504944,73.91538321971893,5.06
sweep_deep_test,39,ca68549d2c,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big5,"1024,512,256,128,64",1024,0.0005,0.3,1e-05,32,915457,3,0.7673212744140625,0.8571665741876312,1.8150742677877227,0.8759687633780456,0.9258329083520586,1.3472469216100376,0.3365427255630493,0.3368558883666992,0.33809688687324524,66.34572744369507,66.31441116333008,66.19031131267548,5.39
sweep_deep_test,40,71a613f5e3,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide3,"512,256,128",1024,0.004,0.02,1e-05,64,443609,3,0.18761234344482422,0.21995543659502276,0.23089435886600396,0.43314240550288335,0.46899406882712574,0.4805146812179665,0.24626412987709045,0.24802465736865997,0.24817349016666412,75.37358701229095,75.197534263134,75.18265098333359,3.38
sweep_deep_test,41,8f794a34f7,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",4096,0.0005,0.05,0.0,128,285913,3,18.74951810546875,18.861235073420374,19.175172294848924,4.330071374177191,4.342952345285448,4.378946482300157,0.9996098279953003,0.9997110366821289,0.9997106790542603,0.0390172004699707,0.028896331787109375,0.02893209457397461,2.99
sweep_deep_test,42,69dd2328c4,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",2048,0.0015,0.2,1e-06,64,248025,3,1.464095029296875,1.5318838961926768,1.6249842774417438,1.209997945988701,1.237692973314738,1.2747487114885598,0.5307046175003052,0.5326287150382996,0.5328977108001709,46.92953824996948,46.737128496170044,46.71022891998291,2.33
sweep_deep_test,43,9a341ccc93,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",1024,0.0025,0.1,0.001,16,114193,3,0.4877063055419922,0.5549995738720006,0.9094722700592187,0.6983597250285788,0.744982935289125,0.9536625556554156,0.296328604221344,0.2973878085613251,0.29896605014801025,70.3671395778656,70.26121914386749,70.10339498519897,2.42
sweep_deep_test,44,23e7e1c133,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base3,"256,128,64",1024,0.0007,0.0,0.005,32,200193,3,0.5912329754638672,0.6527845343581797,1.1031152543820644,0.768916754573515,0.807950824220249,1.0502929374141599,0.32785776257514954,0.3291678726673126,0.3295605778694153,67.21422374248505,67.08321273326874,67.04394221305847,2.42
sweep_deep_test,45,b64632ef6f,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,tiny2,"64,32",8192,0.004,0.05,0.005,32,146305,3,22.685452890625,22.851742375040416,22.939334792061544,4.762924825212445,4.780349608035004,4.789502562068585,9.434321403503418,9.479598045349121,9.178799629211426,0.0,0.0,0.0,2.8
sweep_deep_test,46,c268d1bf06,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small3,"128,64,32",8192,0.004,0.0,1e-05,16,85777,2,9.32703048828125,9.406890930047163,10.140337290249748,3.0540187439308966,3.067065524250691,3.1843896260115137,3.624725103378296,3.788520574569702,3.6487016677856445,0.0,0.0,0.0,2.81
sweep_deep_test,47,296437e729,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,deep4,"512,256,128,64",2048,0.0003,0.05,0.001,16,265233,3,3.185337666015625,3.3417362787791354,6.41240240635714,1.7847514297558709,1.8280416512703246,2.5322721825185264,0.7050995230674744,0.7058731317520142,0.7034943103790283,29.490047693252563,29.412686824798584,29.650568962097168,3.36
sweep_deep_test,48,54502f7224,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big3,"1024,512,256",2048,0.0025,0.02,0.005,16,772113,3,0.38727202392578125,0.48267269697013776,0.5371350044576284,0.622311838169403,0.6947464983503967,0.732894947763749,0.30512988567352295,0.30651479959487915,0.3089919984340668,69.4870114326477,69.34852004051208,69.10080015659332,4.88
sweep_deep_test,49,6ce6b1ebc8,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide3,"512,256,128",1024,0.001,0.15,0.005,32,343041,3,0.5580625305175781,0.6283295993179491,1.3082563764555344,0.7470358294737798,0.7926724413766061,1.143790355115628,0.29952794313430786,0.3010271191596985,0.30024516582489014,70.04720568656921,69.89728808403015,69.97548341751099,3.26
sweep_deep_test,50,d29d940bb9,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base3,"256,128,64",8192,0.0005,0.0,0.005,64,294105,3,88.63178375,88.49203706697588,88.63764494369495,9.414445482873646,9.407020626477646,9.414756764977785,0.9999199509620667,0.9999187588691711,0.9999191761016846,0.008004903793334961,0.008124113082885742,0.008082389831542969,3.04
sweep_deep_test,51,7239940d33,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big4,"1024,512,256,128",2048,0.0005,0.0,0.0001,128,1021145,3,0.6936142065429688,0.7633592863146366,1.7040647188786986,0.8328350416156663,0.8737043471991178,1.305398298941246,0.31586483120918274,0.3169492781162262,0.3190230131149292,68.41351687908173,68.30507218837738,68.09769868850708,4.34
sweep_deep_test,52,a21b64d23e,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",4096,0.004,0.2,0.0001,64,248025,3,1.70467158203125,1.7621859187982223,1.8324443700175606,1.305630721923795,1.3274735096408599,1.3536780895093046,0.5610978007316589,0.5610870718955994,0.5637611150741577,43.890219926834106,43.89129281044006,43.62388849258423,2.77
sweep_deep_test,53,9ffeffd1ed,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big4,"1024,512,256,128",8192,0.0025,0.0,0.001,16,804881,2,3.4517264306640625,3.6209490877852915,5.712190470300479,1.8578822434869393,1.9028791574309945,2.3900189267661625,0.7482742071151733,0.7485790252685547,0.7507249712944031,25.172579288482666,25.14209747314453,24.927502870559692,4.55
sweep_deep_test,54,6ab0fbe5f0,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",4096,0.002,0.1,0.001,128,285913,3,1.666301474609375,1.701770950346475,1.8760442762048444,1.2908530027115306,1.3045194327209062,1.369687656440272,0.546781063079834,0.5464123487472534,0.5450834035873413,45.3218936920166,45.35876512527466,45.49165964126587,3.01
sweep_deep_test,55,82a72913f2,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",1024,0.004,0.3,0.0001,128,248025,3,0.47024741516113283,0.5190212312406229,0.5702955065848556,0.6857458823508406,0.7204312814145586,0.7551791221854955,0.3253936469554901,0.3271316587924957,0.32660722732543945,67.46063530445099,67.28683412075043,67.33927726745605,2.27
sweep_deep_test,56,f7d178cdec,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",1024,0.003,0.02,1e-05,16,114193,3,0.3721980920410156,0.4357241565787837,0.624084957861584,0.6100803980140779,0.6600940513129805,0.7899904796018646,0.28558531403541565,0.28745195269584656,0.2882613241672516,71.44146859645844,71.25480473041534,71.17386758327484,2.4
sweep_deep_test,57,cbcb1f65fd,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",2048,0.0003,0.02,1e-05,128,248025,3,29.9641409765625,29.890146001042492,30.07441769915821,5.473951130268017,5.467188125631172,5.484014742791836,0.9990091919898987,0.9990189075469971,0.9990398287773132,0.09908080101013184,0.09810924530029297,0.09601712226867676,2.34
sweep_deep_test,58,ccadb86673,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",4096,0.0025,0.2,0.005,32,310273,3,1.4835627490234375,1.5735594568017677,2.5806865248529656,1.2180159067202028,1.2544159823606233,1.6064515320584576,1.0956600904464722,1.1031569242477417,1.0987895727157593,0.0,0.0,0.0,3.49
sweep_deep_test,59,93f163c5c0,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",1024,0.001,0.15,0.0005,16,83729,3,1.6304033666992188,1.6883840335597176,2.135931814999495,1.2768724942997318,1.2993783258003488,1.4614827453649581,0.5377025008201599,0.5390990376472473,0.543045163154602,46.22974991798401,46.09009623527527,45.695483684539795,2.19
sweep_deep_test,60,a177147e8a,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",8192,0.002,0.15,0.001,32,310273,2,4.63355228515625,4.721396384311342,6.215924251240383,2.152568764326996,2.172877443463239,2.493175535585167,0.8571824431419373,0.8574822545051575,0.8592572808265686,14.281755685806274,14.251774549484253,14.07427191734314,3.62
sweep_deep_test,61,ffbdd7b8c5,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,deep4,"512,256,128,64",1024,0.0025,0.2,0.0,16,265233,3,0.36816571044921875,0.43968163510189984,0.5822760891709682,0.6067666029448381,0.6630849380749798,0.7630701731629721,0.28906941413879395,0.2894645631313324,0.29100126028060913,71.0930585861206,71.05354368686676,70.89987397193909,3.39
sweep_deep_test,62,4d4e7a5ffe,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base2,"256,128",8192,0.0025,0.3,0.0001,16,114193,3,8.550297666015625,8.621023846987924,9.741745700468279,2.924089202814378,2.93615800783744,3.1211769735899755,0.9511840343475342,0.9514246582984924,0.9515191316604614,4.881596565246582,4.857534170150757,4.848086833953857,3.04
sweep_deep_test,63,3ce243b168,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",1024,0.0007,0.15,1e-06,16,224273,3,1.0938678436279297,1.2177861918054158,2.74013362207837,1.0458813716803306,1.1035335028015307,1.6553348972574613,0.41999712586402893,0.42033472657203674,0.4212400019168854,58.00028741359711,57.966527342796326,57.87599980831146,3.01
sweep_deep_test,64,0b30b7ebc5,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,big5,"1024,512,256,128,64",1024,0.0003,0.0,0.005,128,1029337,3,0.5934237780761719,0.657219196551765,1.3900788765578833,0.770340040551036,0.8106905676963098,1.179016062892225,0.2964809536933899,0.2972407937049866,0.29647359251976013,70.35190463066101,70.27592062950134,70.35264074802399,4.58
sweep_deep_test,65,2e861ac023,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",4096,0.002,0.05,0.005,128,410841,3,0.9727293017578125,1.0218867174651782,1.5040493726437938,0.9862703999197241,1.0108841266263795,1.2263969066512659,0.6383917927742004,0.6384851336479187,0.640947163105011,36.160820722579956,36.15148663520813,35.9052836894989,3.53
sweep_deep_test,66,98c61c2106,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide3,"512,256,128",8192,0.003,0.15,1e-06,64,443609,1,3.376527783203125,3.4109450869811235,4.307844968607147,1.8375330699617693,1.8468744101809207,2.075534863259865,0.9095467329025269,0.9073265194892883,0.9070479869842529,9.045326709747314,9.267348051071167,9.295201301574707,3.82
sweep_deep_test,67,ffcafaa976,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,wide2,"512,256",4096,0.002,0.02,0.0,16,224273,2,2.4595023583984377,2.61610388898548,5.481897134618198,1.5682800637636243,1.617437445153747,2.341345154952212,0.6429017782211304,0.6438601016998291,0.6418454051017761,35.70982217788696,35.61398983001709,35.81545948982239,3.43
sweep_deep_test,68,852a500b35,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,deep4,"512,256,128,64",1024,0.0005,0.15,0.001,64,451801,3,0.5683900537109375,0.6250159010297911,1.164311913575253,0.7539164766145767,0.7905794716723873,1.0790328602851968,0.30786722898483276,0.30976754426956177,0.3086961805820465,69.21327710151672,69.02324557304382,69.13038194179535,3.51
sweep_deep_test,69,c475f1b48c,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,tiny2,"64,32",2048,0.0005,0.2,1e-05,64,235225,3,32.593756640625,32.5034132268868,32.68950429953172,5.7090942049177125,5.701176477437512,5.717473594126318,0.9990435242652893,0.9990620017051697,0.9990758299827576,0.09564757347106934,0.09379982948303223,0.09241700172424316,2.17
sweep_deep_test,70,aa36cca55c,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,small2,"128,64",2048,0.001,0.05,0.0,32,157441,3,2.76949501953125,2.8747615512440907,3.0254266976007638,1.6641799841156755,1.6955121796212762,1.7393753757026582,0.750193178653717,0.7539389133453369,0.7505542039871216,24.980682134628296,24.60610866546631,24.944579601287842,2.33
sweep_deep_test,71,a9d0d69e5f,ann_tensors.pt,,42,42,random,50000,418549,50000,89689,89690,3,base3,"256,128,64",8192,0.0005,0.05,1e-06,128,294105,3,86.99742015625,86.85572575789674,87.00367794625934,9.327240757922462,9.319641932922998,9.327576209619481,0.999912679195404,0.999911367893219,0.9999116659164429,0.008732080459594727,0.008863210678100586,0.00883340835571289,3.19
